"Flow Number, Seq",Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
132,1717518530.9833615,1717518530.984878,UDP,192.168.0.35,53.0,192.168.0.20,57784.0,,,,,
133,1717518703.7384002,1717518703.789619,TCP,192.168.0.20,48602.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
134,1717518703.7395856,1717518703.7901664,TCP,192.168.0.11,80.0,192.168.0.20,48602.0,,,,,
135,1717518703.7490554,1717518703.812461,TCP,192.168.0.20,53404.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
136,1717518703.749836,1717518703.812435,TCP,192.168.0.10,80.0,192.168.0.20,53404.0,,,,,
137,1717518703.7625377,1717518703.837094,TCP,192.168.0.20,53406.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
138,1717518703.7635844,1717518703.8370695,TCP,192.168.0.10,80.0,192.168.0.20,53406.0,,,,,
139,1717518703.7850027,1717518703.8449564,TCP,192.168.0.20,48612.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
140,1717518703.7858355,1717518703.845863,TCP,192.168.0.11,80.0,192.168.0.20,48612.0,,,,,
141,1717518703.7918875,1717518703.851328,TCP,192.168.0.20,53416.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
142,1717518703.7925842,1717518703.852125,TCP,192.168.0.10,80.0,192.168.0.20,53416.0,,,,,
143,1717518703.8173044,1717518703.8750184,TCP,192.168.0.20,48618.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
144,1717518703.8181274,1717518703.8763332,TCP,192.168.0.11,80.0,192.168.0.20,48618.0,,,,,
145,1717518703.9002717,1717518703.9135432,TCP,192.168.0.20,53430.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
146,1717518703.9011722,1717518703.9144468,TCP,192.168.0.10,80.0,192.168.0.20,53430.0,,,,,
147,1717518704.1008985,1717518704.107258,TCP,192.168.0.20,48624.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
148,1717518704.1015668,1717518704.1079645,TCP,192.168.0.11,80.0,192.168.0.20,48624.0,,,,,
149,1717518704.4056993,1717518704.41247,TCP,192.168.0.20,48634.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
150,1717518704.4064016,1717518704.4161267,TCP,192.168.0.11,80.0,192.168.0.20,48634.0,,,,,
151,1717518704.505674,1717518704.5208485,TCP,192.168.0.20,48640.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
152,1717518704.506518,1717518704.5216515,TCP,192.168.0.11,80.0,192.168.0.20,48640.0,,,,,
153,1717518704.7087016,1717518704.7534263,TCP,192.168.0.20,48650.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
154,1717518704.7253008,1717518704.754416,TCP,192.168.0.11,80.0,192.168.0.20,48650.0,,,,,
155,1717518704.8107035,1717518704.8208454,TCP,192.168.0.20,53436.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
156,1717518704.812254,1717518704.8223772,TCP,192.168.0.10,80.0,192.168.0.20,53436.0,,,,,
157,1717518705.0121858,1717518705.024816,TCP,192.168.0.20,48660.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
158,1717518705.0131366,1717518705.0268795,TCP,192.168.0.11,80.0,192.168.0.20,48660.0,,,,,
159,1717518705.1125543,1717518705.119748,TCP,192.168.0.20,53440.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
160,1717518705.1134093,1717518705.1204393,TCP,192.168.0.10,80.0,192.168.0.20,53440.0,,,,,
161,1717518705.3146703,1717518705.325836,TCP,192.168.0.20,53452.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
162,1717518705.3161645,1717518705.327416,TCP,192.168.0.10,80.0,192.168.0.20,53452.0,,,,,
163,1717518705.4161232,1717518705.4226537,TCP,192.168.0.20,53466.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
164,1717518705.4168482,1717518705.423294,TCP,192.168.0.10,80.0,192.168.0.20,53466.0,,,,,
165,1717518705.6175385,1717518705.6258435,TCP,192.168.0.20,53344.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
166,1717518705.618416,1717518705.637104,TCP,192.168.0.10,80.0,192.168.0.20,53344.0,,,,,
167,1717518705.7198503,1717518705.72852,TCP,192.168.0.20,59296.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
168,1717518705.7208478,1717518705.733207,TCP,192.168.0.11,80.0,192.168.0.20,59296.0,,,,,
169,1717518705.97963,1717518706.0209904,TCP,192.168.0.20,59300.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
170,1717518705.9850771,1717518706.0542383,TCP,192.168.0.11,80.0,192.168.0.20,59300.0,,,,,
171,1717518706.2342012,1717518706.2604768,TCP,192.168.0.20,59314.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
172,1717518706.243786,1717518706.2623887,TCP,192.168.0.11,80.0,192.168.0.20,59314.0,,,,,
173,1717518706.2486837,1717518706.2636948,TCP,192.168.0.20,53346.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
174,1717518706.2503388,1717518706.264837,TCP,192.168.0.10,80.0,192.168.0.20,53346.0,,,,,
175,1717518706.3399222,1717518706.353875,TCP,192.168.0.20,59324.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
176,1717518706.3410213,1717518706.3538618,TCP,192.168.0.11,80.0,192.168.0.20,59324.0,,,,,
177,1717518706.4413004,1717518706.449293,TCP,192.168.0.20,53362.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
178,1717518706.4421933,1717518706.4498613,TCP,192.168.0.10,80.0,192.168.0.20,53362.0,,,,,
179,1717518706.6422212,1717518706.6489131,TCP,192.168.0.20,59328.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
180,1717518706.64301,1717518706.6509287,TCP,192.168.0.11,80.0,192.168.0.20,59328.0,,,,,
181,1717518706.9826355,1717518707.1149046,TCP,192.168.0.20,59330.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
182,1717518706.9939177,1717518707.2966368,TCP,192.168.0.11,80.0,192.168.0.20,59330.0,,,,,
183,1717518707.1731217,1717518707.4856834,TCP,192.168.0.20,59340.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
184,1717518707.2966373,1717518707.5484328,TCP,192.168.0.11,80.0,192.168.0.20,59340.0,,,,,
185,1717518707.5978808,1717518707.667974,TCP,192.168.0.20,53370.0,192.168.0.10,80.0,,P,T1568.001,1.0,1.0
186,1717518707.6345456,1717518707.6713104,TCP,192.168.0.10,80.0,192.168.0.20,53370.0,,,,,
187,1717518707.6086931,1717518707.6718605,TCP,192.168.0.20,59354.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
188,1717518707.6345458,1717518707.716859,TCP,192.168.0.11,80.0,192.168.0.20,59354.0,,,,,
189,1717518707.6261764,1717518707.6843312,TCP,192.168.0.20,59368.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
190,1717518707.634546,1717518707.7176392,TCP,192.168.0.11,80.0,192.168.0.20,59368.0,,,,,
191,1717518707.6759455,1717518707.7272918,TCP,192.168.0.20,59370.0,192.168.0.11,80.0,,P,T1568.001,1.0,1.0
192,1717518707.718562,1717518707.730458,TCP,192.168.0.11,80.0,192.168.0.20,59370.0,,,,,
