Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
,102,1775153612.645405,1775153612.647003,TCP,10.0.0.2,1025,10.0.0.1,58296,,,,,
52.0,103,1775153612.688292,1775153612.690141,TCP,10.0.0.1,58308,10.0.0.2,1025,,P,T1718,1.0,1.0
,104,1775153612.688379,1775153612.69016,TCP,10.0.0.2,1025,10.0.0.1,58308,,,,,
53.0,105,1775153612.731152,1775153612.732942,TCP,10.0.0.1,58316,10.0.0.2,1025,,P,T1719,1.0,1.0
,106,1775153612.731197,1775153612.732957,TCP,10.0.0.2,1025,10.0.0.1,58316,,,,,
54.0,107,1775153612.775362,1775153612.777045,TCP,10.0.0.1,58326,10.0.0.2,1025,,P,T1720,1.0,1.0
,108,1775153612.775408,1775153612.777064,TCP,10.0.0.2,1025,10.0.0.1,58326,,,,,
55.0,109,1775153612.816213,1775153612.81784,TCP,10.0.0.1,58336,10.0.0.2,1025,,P,T1721,1.0,1.0
,110,1775153612.816272,1775153612.817847,TCP,10.0.0.2,1025,10.0.0.1,58336,,,,,
56.0,111,1775153612.858505,1775153612.860146,TCP,10.0.0.1,58344,10.0.0.2,1025,,P,T1722,1.0,1.0
,112,1775153612.858531,1775153612.860161,TCP,10.0.0.2,1025,10.0.0.1,58344,,,,,
57.0,113,1775153612.9036,1775153612.905138,TCP,10.0.0.1,58356,10.0.0.2,1025,,P,T1723,1.0,1.0
,114,1775153612.903635,1775153612.905143,TCP,10.0.0.2,1025,10.0.0.1,58356,,,,,
58.0,115,1775153612.947438,1775153612.950358,TCP,10.0.0.1,58366,10.0.0.2,1025,,P,T1724,1.0,1.0
,116,1775153612.947581,1775153612.950381,TCP,10.0.0.2,1025,10.0.0.1,58366,,,,,
59.0,117,1775153612.990118,1775153612.991629,TCP,10.0.0.1,58368,10.0.0.2,1025,,P,T1725,1.0,1.0
,118,1775153612.990174,1775153612.991642,TCP,10.0.0.2,1025,10.0.0.1,58368,,,,,
60.0,119,1775153613.0314,1775153613.033097,TCP,10.0.0.1,58378,10.0.0.2,1025,,P,T1726,1.0,1.0
,120,1775153613.031427,1775153613.033101,TCP,10.0.0.2,1025,10.0.0.1,58378,,,,,
61.0,121,1775153613.071262,1775153613.072623,TCP,10.0.0.1,58382,10.0.0.2,1025,,P,T1727,1.0,1.0
,122,1775153613.071291,1775153613.072637,TCP,10.0.0.2,1025,10.0.0.1,58382,,,,,
62.0,123,1775153613.112898,1775153613.114744,TCP,10.0.0.1,58386,10.0.0.2,1025,,P,T1728,1.0,1.0
,124,1775153613.112951,1775153613.114754,TCP,10.0.0.2,1025,10.0.0.1,58386,,,,,
63.0,125,1775153613.154762,1775153613.156181,TCP,10.0.0.1,58396,10.0.0.2,1025,,P,T1729,1.0,1.0
