Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
122,1654936817.883465,1654936817.975772,TCP,192.168.2.2,80.0,192.168.1.3,45726.0,,P,T1586.001,,
123,1654936817.975796,1654936818.050318,TCP,192.168.1.3,45728.0,192.168.2.2,80.0,,P,T1586.001,,
124,1654936817.976117,1654936818.050485,TCP,192.168.2.2,80.0,192.168.1.3,45728.0,,P,T1586.001,,
125,1654936818.05054,1654936818.124033,TCP,192.168.1.3,45730.0,192.168.2.2,80.0,,P,T1586.001,,
126,1654936818.050716,1654936818.124213,TCP,192.168.2.2,80.0,192.168.1.3,45730.0,,P,T1586.001,,
127,1654936818.124132,1654936818.262179,TCP,192.168.1.3,45732.0,192.168.2.2,80.0,,P,T1586.001,,
128,1654936818.124293,1654936818.262976,TCP,192.168.2.2,80.0,192.168.1.3,45732.0,,P,T1586.001,,
129,1654936818.262584,1654936818.477861,TCP,192.168.1.3,45734.0,192.168.2.2,80.0,,P,T1586.001,,
130,1654936818.263146,1654936818.478769,TCP,192.168.2.2,80.0,192.168.1.3,45734.0,,P,T1586.001,,
131,1654936818.478147,1654936818.566162,TCP,192.168.1.3,45736.0,192.168.2.2,80.0,,P,T1586.001,,
132,1654936818.478803,1654936818.56629,TCP,192.168.2.2,80.0,192.168.1.3,45736.0,,P,T1586.001,,
133,1654936818.566358,1654936818.62969,TCP,192.168.1.3,45738.0,192.168.2.2,80.0,,P,T1586.001,,
134,1654936818.566569,1654936818.629897,TCP,192.168.2.2,80.0,192.168.1.3,45738.0,,P,T1586.001,,
135,1654936818.629789,1654936818.709589,TCP,192.168.1.3,45740.0,192.168.2.2,80.0,,P,T1586.001,,
136,1654936818.629984,1654936818.709865,TCP,192.168.2.2,80.0,192.168.1.3,45740.0,,P,T1586.001,,
137,1654936818.709685,1654936818.793288,TCP,192.168.1.3,45742.0,192.168.2.2,80.0,,P,T1586.001,,
138,1654936818.710029,1654936818.793642,TCP,192.168.2.2,80.0,192.168.1.3,45742.0,,P,T1586.001,,
139,1654936818.793546,1654936818.972012,TCP,192.168.1.3,45744.0,192.168.2.2,80.0,,P,T1586.001,,
140,1654936818.793841,1654936818.972495,TCP,192.168.2.2,80.0,192.168.1.3,45744.0,,P,T1586.001,,
141,1654936818.972285,1654936819.17093,TCP,192.168.1.3,45748.0,192.168.2.2,80.0,,P,T1586.001,,
142,1654936818.972784,1654936819.171657,TCP,192.168.2.2,80.0,192.168.1.3,45748.0,,P,T1586.001,,
143,1654936819.171465,1654936819.371416,TCP,192.168.1.3,45750.0,192.168.2.2,80.0,,P,T1586.001,,
144,1654936819.17195,1654936819.371692,TCP,192.168.2.2,80.0,192.168.1.3,45750.0,,P,T1586.001,,
145,1654936819.371559,1654936819.439015,TCP,192.168.1.3,45754.0,192.168.2.2,80.0,,P,T1586.001,,
146,1654936819.371821,1654936819.439188,TCP,192.168.2.2,80.0,192.168.1.3,45754.0,,P,T1586.001,,
147,1654936819.439181,1654936819.493766,TCP,192.168.1.3,45756.0,192.168.2.2,80.0,,P,T1586.001,,
148,1654936819.439332,1654936819.493833,TCP,192.168.2.2,80.0,192.168.1.3,45756.0,,P,T1586.001,,
149,1654936819.493909,1654936819.554349,TCP,192.168.1.3,45760.0,192.168.2.2,80.0,,P,T1586.001,,
150,1654936819.494102,1654936819.554451,TCP,192.168.2.2,80.0,192.168.1.3,45760.0,,P,T1586.001,,
151,1654936819.554474,1654936819.599951,TCP,192.168.1.3,45762.0,192.168.2.2,80.0,,P,T1586.001,,
