Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
76.0,151,1718361880.250825,1718361880.250825,TCP,192.168.10.10,41913,192.168.10.8,61948,,L,,0.0,0.0
,152,1718361880.251257,1718361880.251257,TCP,192.168.10.8,61948,192.168.10.10,41913,,,,,
77.0,153,1718361880.328024,1718361880.328024,TCP,192.168.10.10,41928,192.168.10.8,389,,L,,0.0,0.0
,154,1718361880.328155,1718361880.328155,TCP,192.168.10.8,389,192.168.10.10,41928,,,,,
78.0,155,1718361877.974057,1718361880.343999,TCP,192.168.10.8,49811,192.168.10.10,389,,L,,0.0,0.0
,156,1718361877.974156,1718361880.344023,TCP,192.168.10.10,389,192.168.10.8,49811,,,,,
79.0,157,1718361862.481135,1718361880.786404,TCP,192.168.10.8,49794,192.168.10.10,389,,L,,0.0,0.0
,158,1718361862.481186,1718361880.786421,TCP,192.168.10.10,389,192.168.10.8,49794,,,,,
80.0,159,1718361880.828979,1718361880.828979,TCP,192.168.10.10,41928,192.168.10.8,389,,L,,0.0,0.0
,160,1718361880.829188,1718361880.829188,TCP,192.168.10.8,389,192.168.10.10,41928,,,,,
81.0,161,1718361881.329822,1718361881.329822,TCP,192.168.10.10,41928,192.168.10.8,389,,L,,0.0,0.0
,162,1718361881.330162,1718361881.330162,TCP,192.168.10.8,389,192.168.10.10,41928,,,,,
82.0,163,1718361881.831404,1718361881.831404,TCP,192.168.10.10,41928,192.168.10.8,389,,L,,0.0,0.0
,164,1718361881.831759,1718361881.831759,TCP,192.168.10.8,389,192.168.10.10,41928,,,,,
83.0,165,1718361740.146805,1718361740.146805,UDP,192.168.10.8,56238,192.168.10.10,389,,L,,0.0,0.0
,166,1718361740.147058,1718361740.147058,UDP,192.168.10.10,389,192.168.10.8,56238,,,,,
84.0,167,1718361740.338446,1718361740.338446,UDP,192.168.10.8,64631,192.168.10.10,389,,L,,0.0,0.0
,168,1718361740.338669,1718361740.338669,UDP,192.168.10.10,389,192.168.10.8,64631,,,,,
85.0,169,1718361744.448374,1718361744.448374,UDP,192.168.10.8,53160,192.168.10.10,389,,L,,0.0,0.0
,170,1718361744.448839,1718361744.448839,UDP,192.168.10.10,389,192.168.10.8,53160,,,,,
86.0,171,1718361744.620394,1718361746.25473,UDP,192.168.10.8,123,192.168.10.10,123,,L,,0.0,0.0
,172,1718361744.62121,1718361746.255384,UDP,192.168.10.10,123,192.168.10.8,123,,,,,
87.0,173,1718361746.610981,1718361746.610981,UDP,192.168.10.8,58737,192.168.10.10,389,,L,,0.0,0.0
,174,1718361746.611221,1718361746.611221,UDP,192.168.10.10,389,192.168.10.8,58737,,,,,
88.0,175,1718361809.32231,1718361809.32231,UDP,192.168.10.8,50144,192.168.10.10,389,,L,,0.0,0.0
,176,1718361809.322529,1718361809.322529,UDP,192.168.10.10,389,192.168.10.8,50144,,,,,
89.0,177,1718361862.555076,1718361862.555076,UDP,192.168.10.8,63007,192.168.10.10,389,,L,,0.0,0.0
,178,1718361862.555309,1718361862.555309,UDP,192.168.10.10,389,192.168.10.8,63007,,,,,
90.0,179,1718361862.715587,1718361862.715587,UDP,192.168.10.8,56310,192.168.10.10,389,,L,,0.0,0.0
,180,1718361862.715929,1718361862.715929,UDP,192.168.10.10,389,192.168.10.8,56310,,,,,
91.0,181,1718361878.195769,1718361878.239456,TCP,192.168.10.8,49817,192.168.10.10,135,,L,,0.0,0.0
,182,1718361878.19588,1718361878.198323,TCP,192.168.10.10,135,192.168.10.8,49817,,,,,
92.0,183,1718361880.252819,1718361880.266535,TCP,192.168.10.10,41921,192.168.10.8,135,,L,,0.0,0.0
,184,1718361880.253386,1718361880.256686,TCP,192.168.10.8,135,192.168.10.10,41921,,,,,
93.0,185,1718361880.262833,1718361880.28285,TCP,192.168.10.10,41924,192.168.10.8,49805,,L,,0.0,0.0
,186,1718361880.26313,1718361880.272583,TCP,192.168.10.8,49805,192.168.10.10,41924,,,,,
94.0,187,1718361880.25709,1718361880.325867,TCP,192.168.10.10,41922,192.168.10.8,49805,,L,,0.0,0.0
,188,1718361880.257333,1718361880.314363,TCP,192.168.10.8,49805,192.168.10.10,41922,,,,,
95.0,189,1718361878.210376,1718361880.361956,TCP,192.168.10.8,49818,192.168.10.10,6404,,P,T1207,1.0,1.0
,190,1718361878.210448,1718361880.316298,TCP,192.168.10.10,6404,192.168.10.8,49818,,,,,
96.0,191,1718361882.331664,1718361882.331664,TCP,192.168.10.10,41928,192.168.10.8,389,,L,,0.0,0.0
,192,1718361882.331997,1718361882.331997,TCP,192.168.10.8,389,192.168.10.10,41928,,,,,
