Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
79.0,155,1710268050.0985255,1710268050.0985255,UDP,192.168.0.2,53.0,192.168.0.10,63712.0,,L,,0.0,0.0
,156,1710268049.9810033,1710268049.9810033,UDP,192.168.0.10,54221.0,192.168.0.2,53.0,,,,,
80.0,157,1710268050.105224,1710268050.105224,UDP,192.168.0.2,53.0,192.168.0.10,54221.0,,L,,0.0,0.0
,158,1710268012.0979626,1710268057.1053898,TCP,192.168.0.10,49791.0,192.168.0.2,80.0,,,,,
81.0,159,1710268012.0979896,1710268057.1054308,TCP,192.168.0.2,80.0,192.168.0.10,49791.0,,L,,0.0,0.0
82.0,160,1710268058.4986916,1710268058.4986916,UDP,192.168.0.10,52926.0,192.168.0.2,53.0,,L,,0.0,0.0
,161,1710268058.5801456,1710268058.5801456,UDP,192.168.0.2,53.0,192.168.0.10,52926.0,,,,,
83.0,162,1710268050.3447268,1710268064.3271725,TCP,192.168.0.10,49830.0,192.168.0.2,1234.0,,P,T1659,1.0,1.0
,163,1710268050.3447547,1710268064.327191,TCP,192.168.0.2,1234.0,192.168.0.10,49830.0,,,,,
84.0,164,1710268066.055898,1710268066.055898,UDP,192.168.0.10,53804.0,192.168.0.2,53.0,,L,,0.0,0.0
,165,1710268066.0561912,1710268066.0561912,UDP,192.168.0.2,53.0,192.168.0.10,53804.0,,,,,
85.0,166,1710268066.0928917,1710268066.0928917,UDP,192.168.0.10,60174.0,192.168.0.2,53.0,,L,,0.0,0.0
,167,1710268066.2197125,1710268066.2197125,UDP,192.168.0.2,53.0,192.168.0.10,60174.0,,,,,
86.0,168,1710268066.0940952,1710268066.0940952,UDP,192.168.0.10,60535.0,192.168.0.2,53.0,,L,,0.0,0.0
,169,1710268066.219602,1710268066.219602,UDP,192.168.0.2,53.0,192.168.0.10,60535.0,,,,,
